leaid	FIPST	STNAME	LEANAME07	CDID07	CDAREA07
4608230	46	South Dakota	BRIDGEWATER SCHOOL DISTRICT 43-6	4600	129.24109648
4608520	46	South Dakota	BROOKINGS SCHOOL DISTRICT 05-1	4600	192.02036843
4609300	46	South Dakota	HARDING COUNTY SCHOOL DISTRICT 31-1	4600	2671.3560175
4609512	46	South Dakota	BURKE SCHOOL DISTRICT 26-2	4600	346.79621064
4610320	46	South Dakota	CANISTOTA SCHOOL DISTRICT 43-1	4600	97.783026408
4610560	46	South Dakota	CANTON SCHOOL DISTRICT 41-1	4600	194.48557291
4611070	46	South Dakota	CARTHAGE SCHOOL DISTRICT 48-2	4600	146.15320612
4611280	46	South Dakota	CASTLEWOOD SCHOOL DISTRICT 28-1	4600	127.80249754
4611760	46	South Dakota	CENTERVILLE SCHOOL DISTRICT 60-1	4600	138.7695526
4612000	46	South Dakota	CHAMBERLAIN SCHOOL DISTRICT 07-1	4600	868.47587093
4612300	46	South Dakota	CHESTER AREA SCHOOL DISTRICT 39-1	4600	137.06719838
4612940	46	South Dakota	CLARK SCHOOL DISTRICT 12-2	4600	575.36440053
4614100	46	South Dakota	COLMAN-EGAN SCHOOL DISTRICT 50-5	4600	160.74386291
4614130	46	South Dakota	COLOME SCHOOL DISTRICT 59-1	4600	326.08268417
4616050	46	South Dakota	CONDE SCHOOL DISTRICT 56-1	4600	239.28163837
4616150	46	South Dakota	CORNBELT EDUCATIONAL COOPERATIVE	N	-2
4616230	46	South Dakota	CORSICA SCHOOL DISTRICT 21-2	4600	191.58850582
4616950	46	South Dakota	CUSTER SCHOOL DISTRICT 16-1	4600	1203.0848792
4617850	46	South Dakota	DE SMET SCHOOL DISTRICT 38-2	4600	278.33624055
4618120	46	South Dakota	DELL RAPIDS SCHOOL DISTRICT 49-3	4600	167.98524897
4619170	46	South Dakota	DOLAND SCHOOL DISTRICT 56-2	4600	393.86544301
4619410	46	South Dakota	DOUGLAS SCHOOL DISTRICT 51-1	4600	150.5229086
4619450	46	South Dakota	DUPREE SCHOOL DISTRICT 64-2	4600	1333.5033328
4619580	46	South Dakota	JONES COUNTY SCHOOL DISTRICT 37-3	4600	945.70611679
4620100	46	South Dakota	EAGLE BUTTE SCHOOL DISTRICT 20-1	4600	1540.0905792
4620850	46	South Dakota	EDGEMONT SCHOOL DISTRICT 23-1	4600	711.23234818
4621300	46	South Dakota	ELK MOUNTAIN SCHOOL DISTRICT 16-2	4600	309.13310062
4621340	46	South Dakota	ELK POINT-JEFFERSON SCHOOL DISTRICT 61-7	4600	162.78068624
4621390	46	South Dakota	ELKTON SCHOOL DISTRICT 05-3	4600	150.1015441
4621400	46	South Dakota	FREDERICK AREA SCHOOL DISTRICT 06-2	4600	349.5926846
4621420	46	South Dakota	EMERY SCHOOL DISTRICT 30-2	4600	99.917920469
4622410	46	South Dakota	ESTELLINE SCHOOL DISTRICT 28-2	4600	168.29353032
4622500	46	South Dakota	ETHAN SCHOOL DISTRICT 17-1	4600	105.45708088
4622560	46	South Dakota	EUREKA SCHOOL DISTRICT 44-1	4600	598.26144909
4622940	46	South Dakota	FAITH SCHOOL DISTRICT 46-2	4600	860.52492405
4623040	46	South Dakota	POLO SCHOOL DISTRICT 29-2	4600	128.38158941
4624030	46	South Dakota	FAULKTON AREA SCHOOL DISTRICT 24-3	4600	859.98431962
4624390	46	South Dakota	FLANDREAU SCHOOL DISTRICT 50-3	4600	224.23365514
4624540	46	South Dakota	FLORENCE SCHOOL DISTRICT 14-1	4600	131.02587348
4624850	46	South Dakota	STANLEY COUNTY SCHOOL DISTRICT 57-1	4600	1444.4327588
4625500	46	South Dakota	FREEMAN SCHOOL DISTRICT 33-1	4600	238.06772734
4626370	46	South Dakota	GARRETSON SCHOOL DISTRICT 49-4	4600	88.041802124
4626490	46	South Dakota	GAYVILLE-VOLIN SCHOOL DISTRICT 63-1	4600	71.069513836
4626520	46	South Dakota	GEDDES COMMUNITY SCHOOL DISTRICT 11-2	N	-2
4626970	46	South Dakota	GETTYSBURG SCHOOL DISTRICT 53-1	4600	221.85734644
4629340	46	South Dakota	GRANT-DEUEL SCHOOL DISTRICT 25-3	4600	255.17761356
4629880	46	South Dakota	GREGORY SCHOOL DISTRICT 26-4	4600	498.03853956
4630490	46	South Dakota	HAAKON SCHOOL DISTRICT 27-1	4600	1646.74181
4630800	46	South Dakota	HAMLIN SCHOOL DISTRICT 28-3	4600	337.95220325
4631350	46	South Dakota	HARRISBURG SCHOOL DISTRICT 41-2	4600	69.91932009
4631560	46	South Dakota	HARROLD SCHOOL DISTRICT 32-1	4600	324.12733341
4631710	46	South Dakota	WEST CENTRAL SCHOOL DISTRICT 49-7	4600	162.51442285
4632340	46	South Dakota	HENRY SCHOOL DISTRICT 14-2	4600	97.443957655
4632430	46	South Dakota	HERREID SCHOOL DISTRICT 10-1	4600	273.25681123
4633360	46	South Dakota	HILL CITY SCHOOL DISTRICT 51-2	4600	575.47564583
4634440	46	South Dakota	EDMUNDS CENTRAL SCHOOL DISTRICT 22-5	4600	505.54325117
4634480	46	South Dakota	HOT SPRINGS SCHOOL DISTRICT 23-2	4600	581.40908105
4634600	46	South Dakota	HOVEN SCHOOL DISTRICT 53-2	4600	711.29366854
4635010	46	South Dakota	GREATER HOYT SCHOOL DISTRICT 61-4	4600	49.51286338
4635400	46	South Dakota	HURLEY SCHOOL DISTRICT 60-2	4600	101.0548906
4635480	46	South Dakota	HURON SCHOOL DISTRICT 02-2	4600	429.03413993
4635500	46	South Dakota	HYDE SCHOOL DISTRICT 34-1	4600	838.11487273
4636060	46	South Dakota	IPSWICH PUBLIC SCHOOL DISTRICT 22-6	4600	535.3260297
4636120	46	South Dakota	IRENE SCHOOL DISTRICT 63-2	N	-2
4636150	46	South Dakota	IROQUOIS SCHOOL DISTRICT 02-3	4600	356.96209403
4636270	46	South Dakota	ISABEL SCHOOL DISTRICT 20-2	4600	447.7425517
4636990	46	South Dakota	DAKOTA VALLEY SCHOOL DISTRICT 61-8	4600	26.6123511
4637500	46	South Dakota	KADOKA SCHOOL DISTRICT 35-1	N	-2
4638220	46	South Dakota	KIMBALL SCHOOL DISTRICT 07-2	4600	472.34949583
4639540	46	South Dakota	ANDES CENTRAL SCHOOL DISTRICT 11-1	4600	187.78483375
4639600	46	South Dakota	MADISON CENTRAL SCHOOL DISTRICT 39-2	4600	243.19610631
4639990	46	South Dakota	LAKE PRESTON SCHOOL DISTRICT 38-3	4600	188.64446746
4640860	46	South Dakota	LANGFORD SCHOOL DISTRICT 45-2	4600	315.68771014
4641300	46	South Dakota	LEAD-DEADWOOD SCHOOL DISTRICT 40-1	4600	431.51956804
4641520	46	South Dakota	LEMMON SCHOOL DISTRICT 52-2	4600	1230.7951481
4641550	46	South Dakota	LENNOX SCHOOL DISTRICT 41-4	4600	193.7460938
4641640	46	South Dakota	LEOLA SCHOOL DISTRICT 44-2	4600	589.29407897
4644770	46	South Dakota	LYMAN SCHOOL DISTRICT 42-1	4600	1177.3903833
4644940	46	South Dakota	TRI-VALLEY SCHOOL DISTRICT 49-6	4600	146.75439963
4645450	46	South Dakota	MARION SCHOOL DISTRICT 60-3	4600	110.30443925
4646260	46	South Dakota	MCINTOSH SCHOOL DISTRICT 15-1	4600	897.14885397
4646380	46	South Dakota	MCLAUGHLIN SCHOOL DISTRICT 15-2	4600	773.43280278
4647100	46	South Dakota	MENNO SCHOOL DISTRICT 33-2	4600	179.40441153
4647490	46	South Dakota	MIDLAND SCHOOL DISTRICT 27-2	N	-2
4647942	46	South Dakota	MILLER AREA SCHOOL DISTRICT 29-3	N	-2
4648390	46	South Dakota	MITCHELL SCHOOL DISTRICT 17-2	4600	264.67392552
4648450	46	South Dakota	MOBRIDGE SCHOOL DISTRICT 62-3	4600	54.412588012
4648780	46	South Dakota	MONTROSE SCHOOL DISTRICT 43-2	4600	123.8456016
4649650	46	South Dakota	MOUNT VERNON SCHOOL DISTRICT 17-3	4600	167.76427381
4650670	46	South Dakota	NEW UNDERWOOD SCHOOL DISTRICT 51-3	4600	355.15587215
4650850	46	South Dakota	NEWELL SCHOOL DISTRICT 09-2	4600	1318.514336
4651730	46	South Dakota	NE ED SERVICES COOPERATIVE	N	-2
4651750	46	South Dakota	NORTHWESTERN AREA SCHOOL DISTRICT 56-7	4600	581.95594536
4651790	46	South Dakota	NORTHWEST SCHOOL DISTRICT 52-3	4600	406.05665741
4652770	46	South Dakota	OELRICHS SCHOOL DISTRICT 23-3	4600	561.97516436
4654270	46	South Dakota	PARKER SCHOOL DISTRICT 60-4	4600	137.9483152
4654300	46	South Dakota	PARKSTON SCHOOL DISTRICT 33-3	4600	307.05451029
4655260	46	South Dakota	PIERRE SCHOOL DISTRICT 32-2	4600	317.85478774
4655710	46	South Dakota	PLANKINTON SCHOOL DISTRICT 01-1	4600	276.74148992
4655800	46	South Dakota	PLATTE COMMUNITY SCHOOL DISTRICT 11-3	N	-2
4657970	46	South Dakota	POLLOCK SCHOOL DISTRICT 10-2	4600	173.62657163
4659820	46	South Dakota	RAPID CITY AREA SCHOOL DISTRICT 51-4	4600	419.19354646
4660450	46	South Dakota	REDFIELD SCHOOL DISTRICT 56-4	4600	409.81729375
4663360	46	South Dakota	ROSHOLT SCHOOL DISTRICT 54-4	4600	166.81484084
4663400	46	South Dakota	ROSLYN SCHOOL DISTRICT 18-2	4600	192.31380647
4664140	46	South Dakota	RUTLAND SCHOOL DISTRICT 39-4	4600	124.03823184
4664300	46	South Dakota	SOUTHEAST AREA COOPERATIVE	N	-2
4665180	46	South Dakota	SCOTLAND SCHOOL DISTRICT 04-3	4600	257.50129923
4665250	46	South Dakota	GREATER SCOTT SCHOOL DISTRICT 61-5	4600	20.532561927
4665460	46	South Dakota	SHANNON COUNTY SCHOOL DISTRICT 65-1	4600	2093.6587791
4666270	46	South Dakota	SIOUX FALLS SCHOOL DISTRICT 49-5	4600	71.63575005
4666300	46	South Dakota	SIOUX VALLEY SCHOOL DISTRICT 05-5	4600	182.27827117
4666900	46	South Dakota	SOUTH SHORE SCHOOL DISTRICT 14-3	4600	138.7736005
4666930	46	South Dakota	SPEARFISH SCHOOL DISTRICT 40-2	4600	283.14393464
4669540	46	South Dakota	STICKNEY SCHOOL DISTRICT 01-2	4600	189.97763619
4669930	46	South Dakota	MEADE SCHOOL DISTRICT 46-1	4600	3106.5823915
4670000	46	South Dakota	OAHE SPECIAL EDUCATION COOPERATIVE	N	-2
4670140	46	South Dakota	SUMMIT SCHOOL DISTRICT 54-6	4600	154.57321076
4671880	46	South Dakota	TIMBER LAKE SCHOOL DISTRICT 20-3	4600	948.85669856
4672090	46	South Dakota	TODD COUNTY SCHOOL DISTRICT 66-1	4600	1388.5120568
4672450	46	South Dakota	TRIPP-DELMONT SCHOOL DISTRICT 33-5	4600	250.94925652
4674370	46	South Dakota	VERMILLION SCHOOL DISTRICT 13-1	4600	174.29024652
4674520	46	South Dakota	VIBORG SCHOOL DISTRICT 60-5	4600	104.95550095
4675420	46	South Dakota	WAGNER COMMUNITY SCHOOL DISTRICT 11-4	4600	326.25960622
4675570	46	South Dakota	WAKONDA SCHOOL DISTRICT 13-2	N	-2
4675600	46	South Dakota	SMEE SCHOOL DISTRICT 15-3	4600	173.43755878
4675660	46	South Dakota	WALL SCHOOL DISTRICT 51-5	4600	1314.2677279
4676020	46	South Dakota	WARNER SCHOOL DISTRICT 06-5	4600	186.46194345
4676620	46	South Dakota	WATERTOWN SCHOOL DISTRICT 14-4	4600	308.94334066
4676680	46	South Dakota	WAUBAY SCHOOL DISTRICT 18-3	4600	181.05238982
4676740	46	South Dakota	WAVERLY SCHOOL DISTRICT 14-5	4600	109.93079003
4676990	46	South Dakota	WEBSTER SCHOOL DISTRICT 18-4	4600	359.83921933
4677460	46	South Dakota	WESSINGTON SPRINGS SCHOOL DISTRICT 36-2	4600	739.08072277
4678300	46	South Dakota	DEUBROOK AREA SCHOOL DISTRICT 05-6	4600	246.35848699
4678510	46	South Dakota	WHITE LAKE SCHOOL DISTRICT 01-3	4600	242.33845717
4678570	46	South Dakota	WHITE RIVER SCHOOL DISTRICT 47-1	4600	911.84102127
4679350	46	South Dakota	WILLOW LAKE SCHOOL DISTRICT 12-3	4600	300.75891819
4679710	46	South Dakota	WINNER SCHOOL DISTRICT 59-2	4600	1181.5832846
4680100	46	South Dakota	WOLSEY WESSINGTON SCHOOL DISTRICT 02-6	4600	400.69532098
4680120	46	South Dakota	BLACK HILLS SPECIAL SERVICES COOPERATIVE	N	-2
4680130	46	South Dakota	WOOD SCHOOL DISTRICT 47-2	4600	478.73384973
4680150	46	South Dakota	HUB AREA MULTI-DISTRICT	N	-2
4680170	46	South Dakota	LAKE AREA MULTI-DISTRICT VOCATIONAL	N	-2
4680190	46	South Dakota	WOONSOCKET SCHOOL DISTRICT 55-4	4600	219.68290471
4680200	46	South Dakota	LAKE REGION VOCATIONAL ED CENTER	N	-2
4680220	46	South Dakota	EAST CENTRAL MULTI-DIST VOC SCH	N	-2
4680240	46	South Dakota	MID-CENTRAL EDUCATIONAL COOPERATIVE	N	-2
4680280	46	South Dakota	NORTHWEST AREA SCHOOLS ED COOPERATIVE	N	-2
4680430	46	South Dakota	YANKTON SCHOOL DISTRICT 63-3	4600	206.80182263
4680431	46	South Dakota	SOUTH CENTRAL COOPERATIVE	N	-2
4680437	46	South Dakota	KADOKA AREA SCHOOL DISTRICT 35-2	N	-2
4680438	46	South Dakota	PLATTE - GEDDES SCHOOL DISTRICT 11-5	N	-2
4680439	46	South Dakota	IRENE - WAKONDA SCHOOL DISTRICT 13-3	N	-2
4700001	47	Tennessee	HAMBLEN COUNTY SCHOOL DISTRICT	4701	161.19670091
4700030	47	Tennessee	ALAMO CITY SCHOOL DISTRICT	4708	41.09642979
4700060	47	Tennessee	ALCOA CITY SCHOOL DISTRICT	4702	14.387495618
4700090	47	Tennessee	ANDERSON COUNTY SCHOOL DISTRCT	4703	282.25288187
4700120	47	Tennessee	ATHENS CITY ELEMENTARY SCH DIS	4702	13.948207096
4700143	47	Tennessee	WEST TENNESSEE SCHOOL FOR DEAF	N	-2
4700144	47	Tennessee	ALVIN C YORK INSTITUTE	N	-2
4700145	47	Tennessee	TENNESSEE SCHOOL FOR BLIND	N	-2
4700146	47	Tennessee	TENNESSEE SCHOOL FOR DEAF	N	-2
4700180	47	Tennessee	BEDFORD COUNTY SCHOOL DISTRICT	4706	473.5863448
4700210	47	Tennessee	BELLS CITY SCHOOL DISTRICT	4708	2.3274192776
4700240	47	Tennessee	BENTON COUNTY SCHOOL DISTRICT	4708	394.20268704
4700270	47	Tennessee	BLEDSOE COUNTY SCHOOL DISTRICT	4704	406.41252044
4700300	47	Tennessee	BLOUNT COUNTY SCHOOL DISTRICT	4702	527.76413983
4700330	47	Tennessee	BRADLEY COUNTY SCHOOL DISTRICT	4703	302.25368766
4700360	47	Tennessee	BRISTOL CITY SCHOOL DISTRICT	4701	31.235292596
4700420	47	Tennessee	CAMPBELL COUNTY SCHOOL DISTRCT	4704	478.23689145
4700450	47	Tennessee	CANNON COUNTY SCHOOL DISTRICT	4706	265.63675855
4700480	47	Tennessee	CARROLL COUNTY SCHOOL DISTRICT	N	-2
4700510	47	Tennessee	CARTER COUNTY SCHOOL DISTRICT	4701	331.45925927
4700570	47	Tennessee	CHEATHAM COUNTY SCHOOL DISTRCT	4707	136.68218656
4700570	47	Tennessee	CHEATHAM COUNTY SCHOOL DISTRCT	4705	165.85753718
4700600	47	Tennessee	CHESTER COUNTY SCHOOL DISTRICT	4707	285.72803388
4700630	47	Tennessee	CLAIBORNE COUNTY SCHOOL DIST	4703	436.47116628
4700660	47	Tennessee	CLAY COUNTY SCHOOL DISTRICT	4706	236.44156112
4700690	47	Tennessee	CLEVELAND CITY SCHOOL DISTRICT	4703	26.507756407
4700720	47	Tennessee	CLINTON CITY ELEMENTARY S/D	4703	11.049082081
4700750	47	Tennessee	COCKE COUNTY SCHOOL DISTRICT	4701	429.02240203
4700780	47	Tennessee	COFFEE COUNTY SCHOOL DISTRICT	4704	396.29520639
4700850	47	Tennessee	CROCKETT COUNTY SCHOOL DIST	4708	222.10587231
4700900	47	Tennessee	CUMBERLAND COUNTY SCHOOL DIST	4704	681.003417
4700930	47	Tennessee	DAYTON CITY ELEMENTARY SCH DIS	4703	7.5528264996
4700960	47	Tennessee	DECATUR COUNTY SCHOOL DISTRICT	4707	333.89551573
4700990	47	Tennessee	DEKALB COUNTY SCHOOL DISTRICT	4706	304.34434986
4701020	47	Tennessee	DICKSON COUNTY SCHOOL DISTRICT	4707	0.118167729
4701020	47	Tennessee	DICKSON COUNTY SCHOOL DISTRICT	4708	489.77779318
4701050	47	Tennessee	DYER COUNTY SCHOOL DISTRICT	4708	496.00309808
4701080	47	Tennessee	DYERSBURG CITY SCHOOL DISTRICT	4708	16.299371657
4701110	47	Tennessee	ELIZABETHTON CITY SCHOOL DIST	4701	9.7387474382
4701140	47	Tennessee	ETOWAH CITY ELEMENTARY SCH DIS	4702	2.8966551196
4701170	47	Tennessee	FAYETTE COUNTY SCHOOL DISTRICT	4707	704.65867448
4701200	47	Tennessee	FAYETTEVILLE CITY ELEM SCH DIS	4704	8.6323199181
4701230	47	Tennessee	FENTRESS COUNTY SCHOOL DISTRCT	4704	498.64495627
4701260	47	Tennessee	FRANKLIN CITY ELEMENTARY S/D	4704	4.4248274509
4701260	47	Tennessee	FRANKLIN CITY ELEMENTARY S/D	4707	15.720778629
4701290	47	Tennessee	FRANKLIN COUNTY SCHOOL DISTRCT	4704	554.5172105
4701390	47	Tennessee	BRADFORD SPECIAL SCHOOL DIST	4708	79.745941294
4701400	47	Tennessee	GIBSON SPECIAL DISTRICT	4708	335.18467537
4701410	47	Tennessee	GILES COUNTY SCHOOL DISTRICT	4704	610.92365718
4701440	47	Tennessee	GRAINGER COUNTY SCHOOL DISTRCT	4703	280.39534353
4701470	47	Tennessee	GREENE COUNTY SCHOOL DISTRICT	4701	605.87823766
4701500	47	Tennessee	GREENEVILLE CITY SCHOOL DIST	4701	16.277795496
4701530	47	Tennessee	GRUNDY COUNTY SCHOOL DISTRICT	4704	360.46368439
4701590	47	Tennessee	HAMILTON COUNTY SCHOOL DISTRCT	4703	542.2542672
4701620	47	Tennessee	HANCOCK COUNTY SCHOOL DISTRICT	4701	222.34082629
4701650	47	Tennessee	HARDEMAN COUNTY SCHOOL DISTRCT	4707	667.69432754
4701680	47	Tennessee	HARDIN COUNTY SCHOOL DISTRICT	4707	577.34395179
4701740	47	Tennessee	HAWKINS COUNTY SCHOOL DISTRICT	4701	483.58951084
4701770	47	Tennessee	HAYWOOD COUNTY SCHOOL DISTRICT	4708	533.11283218
4701800	47	Tennessee	HENDERSON COUNTY SCHOOL DIST	4707	508.05976591
4701830	47	Tennessee	HENRY COUNTY SCHOOL DISTRICT	4708	536.70805116
4701860	47	Tennessee	HICKMAN COUNTY SCHOOL DISTRICT	4707	263.88551877
4701860	47	Tennessee	HICKMAN COUNTY SCHOOL DISTRICT	4704	348.57401077
4701890	47	Tennessee	HOLLOW ROCK-BRUCETON SCH DIST	4708	94.579915814
4701920	47	Tennessee	HOUSTON COUNTY SCHOOL DISTRICT	4708	200.28389128
4701950	47	Tennessee	HUMBOLDT CITY SCHOOL DISTRICT	4708	9.352735225
4701980	47	Tennessee	HUMPHREYS COUNTY SCHOOL DIST	4708	530.92218188
4702010	47	Tennessee	HUNTINGDON SPECIAL SCHOOL DIST	4708	124.35416959
4702070	47	Tennessee	JACKSON COUNTY SCHOOL DISTRICT	4706	308.63055775
4702100	47	Tennessee	JEFFERSON COUNTY SCHOOL DIST	4701	75.797554274
4702100	47	Tennessee	JEFFERSON COUNTY SCHOOL DIST	4703	198.30333191
4702130	47	Tennessee	JOHNSON CITY SCHOOL DISTRICT	4701	38.158235868
4702160	47	Tennessee	JOHNSON COUNTY SCHOOL DISTRICT	4701	298.4715157
4702190	47	Tennessee	KINGSPORT CITY SCHOOL DISTRICT	4701	41.641046599
4702220	47	Tennessee	KNOX COUNTY SCHOOL DISTRICT	4702	508.21154693
4702280	47	Tennessee	LAKE COUNTY SCHOOL DISTRICT	4708	165.75826992
4702310	47	Tennessee	LAUDERDALE COUNTY SCHOOL DIST	4708	472.1046167
4702340	47	Tennessee	LAWRENCE COUNTY SCHOOL DISTRCT	4704	617.12660985
4702370	47	Tennessee	LEBANON CITY ELEMENTARY S/D	4706	19.317741627
4702370	47	Tennessee	LEBANON CITY ELEMENTARY S/D	4705	29.851825568
4702400	47	Tennessee	LENOIR CITY SCHOOL DISTRICT	4702	8.4477140435
4702430	47	Tennessee	LEWIS COUNTY SCHOOL DISTRICT	4704	282.09659504
4702460	47	Tennessee	LEXINGTON CITY ELEMENTARY	4707	12.013145235
4702490	47	Tennessee	LINCOLN COUNTY SCHOOL DISTRICT	4704	561.69753644
4702520	47	Tennessee	LOUDON COUNTY SCHOOL DISTRICT	4702	220.83294015
4702550	47	Tennessee	MACON COUNTY SCHOOL DISTRICT	4706	307.13693693
4702580	47	Tennessee	JACKSON-MADISON CONSOLIDATED	4708	557.09861822
4702610	47	Tennessee	MANCHESTER CITY SCHOOL DIST	4704	12.959690933
4702640	47	Tennessee	MARION COUNTY SCHOOL DISTRICT	4704	493.11299319
4702670	47	Tennessee	MARSHALL COUNTY SCHOOL DISTRCT	4706	375.46368941
4702700	47	Tennessee	MARYVILLE CITY SCHOOL DISTRICT	4702	16.602761866
4702760	47	Tennessee	MAURY COUNTY SCHOOL DISTRICT	4704	613.13798828
4702790	47	Tennessee	MCKENZIE SPECIAL SCHOOL DIST	4708	55.10322905
4702820	47	Tennessee	MCMINN COUNTY SCHOOL DISTRICT	4702	413.28899941
4702880	47	Tennessee	MCNAIRY COUNTY SCHOOL DISTRICT	4707	562.85666304
4702910	47	Tennessee	MEIGS COUNTY SCHOOL DISTRICT	4703	195.14988834
4702940	47	Tennessee	MEMPHIS CITY SCHOOL DISTRICT	4708	18.397895666
4702940	47	Tennessee	MEMPHIS CITY SCHOOL DISTRICT	4707	23.266489266
4702940	47	Tennessee	MEMPHIS CITY SCHOOL DISTRICT	4709	273.6395018
4702970	47	Tennessee	MILAN CITY SPECIAL SCHOOL DIST	4708	65.95648976
4703000	47	Tennessee	MONROE COUNTY SCHOOL DISTRICT	4702	572.5187387
4703030	47	Tennessee	MONTGOMERY COUNTY SCHOOLS	4708	197.87195578
4703030	47	Tennessee	MONTGOMERY COUNTY SCHOOLS	4707	274.15629957
4703060	47	Tennessee	MOORE COUNTY SCHOOL DISTRICT	4704	129.20897664
4703090	47	Tennessee	MORGAN COUNTY SCHOOL DISTRICT	4704	522.16331659
4703150	47	Tennessee	MURFREESBORO CITY ELEM SCH DIS	4706	52.399449727
4703180	47	Tennessee	DAVIDSON COUNTY SD	4707	23.971280948
4703180	47	Tennessee	DAVIDSON COUNTY SD	4705	479.94565071
4703210	47	Tennessee	NEWPORT CITY ELEMENTARY S/D	4701	5.5300507184
4703240	47	Tennessee	OAK RIDGE CITY SCHOOL DISTRICT	4703	43.813344695
4703270	47	Tennessee	OBION COUNTY SCHOOL DISTRICT	4708	533.0099819
4703300	47	Tennessee	ONEIDA CITY SCHOOL DISTRICT	4704	6.2438320178
4703330	47	Tennessee	OVERTON COUNTY SCHOOL DISTRICT	4706	433.46213728
4703360	47	Tennessee	PARIS CITY SPECIAL SCHOOL DIST	4708	25.205740335
4703390	47	Tennessee	PERRY COUNTY SCHOOL DISTRICT	4707	414.74343356
4703420	47	Tennessee	PICKETT COUNTY SCHOOL DISTRICT	4704	163.10079854
4703450	47	Tennessee	POLK COUNTY SCHOOL DISTRICT	4703	434.64951073
4703480	47	Tennessee	PUTNAM COUNTY SCHOOL DISTRICT	4706	401.09351317
4703510	47	Tennessee	RHEA COUNTY SCHOOL DISTRICT	4703	307.86297813
4703540	47	Tennessee	RICHARD CITY ELEMENTARY S/D	4704	5.0621937244
4703590	47	Tennessee	ROANE COUNTY SCHOOL DISTRICT	4703	120.10250434
4703590	47	Tennessee	ROANE COUNTY SCHOOL DISTRICT	4704	240.79352839
4703600	47	Tennessee	ROBERTSON COUNTY SCHOOL DIST	4706	476.3365255
4703660	47	Tennessee	ROGERSVILLE CITY ELEM SCH DIST	4701	3.3927740206
4703690	47	Tennessee	RUTHERFORD COUNTY SCHOOL DIST	4706	566.86973801
4703720	47	Tennessee	SCOTT COUNTY SCHOOL DISTRICT	4704	526.00270117
4703750	47	Tennessee	SEQUATCHIE COUNTY SCHOOL DIST	4704	265.84152822
4703780	47	Tennessee	SEVIER COUNTY SCHOOL DISTRICT	4702	65.887933458
4703780	47	Tennessee	SEVIER COUNTY SCHOOL DISTRICT	4701	526.62527008
4703810	47	Tennessee	SHELBY COUNTY SCHOOL DISTRICT	4709	54.613644156
4703810	47	Tennessee	SHELBY COUNTY SCHOOL DISTRICT	4708	122.77473486
4703810	47	Tennessee	SHELBY COUNTY SCHOOL DISTRICT	4707	269.99823088
4703870	47	Tennessee	SMITH COUNTY SCHOOL DISTRICT	4706	314.27316574
4703900	47	Tennessee	SOUTH CARROLL SPECIAL SCH DIST	4708	116.69669898
4703960	47	Tennessee	STEWART COUNTY SCHOOL DISTRICT	4708	420.08645098
4703990	47	Tennessee	SULLIVAN COUNTY SCHOOL DISTRCT	4701	340.43591708
4704020	47	Tennessee	SUMNER COUNTY SCHOOL DISTRICT	4706	529.41777298
4704050	47	Tennessee	SWEETWATER CITY SCHOOL DIST	4702	63.032119454
4704080	47	Tennessee	TIPTON COUNTY SCHOOL DISTRICT	4708	459.03307313
4704100	47	Tennessee	TRENTON CITY SCHOOL DISTRICT	4708	112.49385982
4704170	47	Tennessee	TROUSDALE COUNTY SCHOOL DIST	4706	114.28059435
4704200	47	Tennessee	TULLAHOMA CITY SCHOOL DISTRICT	4704	19.636529204
4704230	47	Tennessee	UNICOI SCHOOL DISTRICT	4701	186.18343714
4704260	47	Tennessee	UNION CITY SCHOOL DISTRICT	4708	11.788605584
4704290	47	Tennessee	UNION COUNTY SCHOOL DISTRICT	4703	223.53778241
4704320	47	Tennessee	VAN BUREN COUNTY SCHOOL DIST	4704	273.40605787
4704350	47	Tennessee	WARREN COUNTY SCHOOL DISTRICT	4704	432.67400351
4704380	47	Tennessee	WASHINGTON COUNTY SCHOOL DIST	4701	288.29327433
4704440	47	Tennessee	WAYNE COUNTY SCHOOL DISTRICT	4707	734.10514026
4704470	47	Tennessee	WEAKLEY COUNTY SCHOOL DISTRICT	4708	580.29911683
4704490	47	Tennessee	WEST CARROLL SPECIAL DISTRICT	4708	208.50204055
4704500	47	Tennessee	WHITE COUNTY SCHOOL DISTRICT	4704	376.68252556
4704530	47	Tennessee	WILLIAMSON COUNTY SCHOOL DIST	4704	146.81753776
4704530	47	Tennessee	WILLIAMSON COUNTY SCHOOL DIST	4707	415.61449937
4704550	47	Tennessee	WILSON COUNTY SCHOOL DISTRICT	4705	219.73394162
4704550	47	Tennessee	WILSON COUNTY SCHOOL DISTRICT	4706	301.89102382
4800001	48	Texas	CROSBYTON CISD	4819	44.709570855
